"Speaker Name","Start Time","End Time","Text"
"Michael","00:46:10:34","00:46:12:24","Trotzdem bin ich froh, dass es gemacht hast!"
"Dietmar","00:46:12:48","00:46:14:05","Ja, ich im Nachhinein auch!"
"Dietmar","00:46:14:05","00:46:24:15","Aber damals in der Diplomarbeit fand ich es gar nicht so was Besonderes. Ich hatte mich an Zuse, an die Maschine, diesen ganzen Ablauf gewöhnt. Das war für uns beide, ich spreche jetzt auch für Uschi, Alltag!"
"Dietmar","00:46:24:15","00:46:28:20","Ich war beim Daimler und die Diplomarbeit war für mich abgehakt und vergessen."
"Dietmar","00:46:28:20","00:46:31:41","Erst Jahre später, als ich mich mal entschieden hatte..."
"Dietmar","00:46:31:41","00:46:38:16","In der Abteilung hieß es Weihnachten... Hat jemand eine Idee, was wir machen könnte, Weihnachten? Und da hatte ich schon die Idee: Ja, du könntest echt mal einen Zuse Vortrag halten!"
"Dietmar","00:46:38:16","00:46:55:23","Habe mich an den Rechner gesetzt privat... Habe alte Fotos rausgeholt und habe mir so ein Vortrag zusammengebastelt aus meiner Diplomarbeit. Und da ist mir dann... Wo ich auch vorgestellt hatte an der Weihnachtsfeier... Erstmals bewusst geworden: Boa, das war schon was Besonderes! Das ist mir echt da erst bewusst geworden, Jahre später!"
"Dietmar","00:46:55:23","00:46:56:17","Wo ich drin war..."
"Dietmar","00:46:57:09","00:47:05:35","Ja, mir war wichtig, ich will meine, meinen Abschluss haben! Mein Diplomzeugnis in der Tasche haben! Und dann will ich in die Industrie und Geld verdienen! Das war mein Antrieb, logisch!"
"Dietmar","00:47:05:35","00:47:20:15","Aber dieser Stolz und auch mal Zuse kennengelernt haben... An diesem Stück, an der Maschine mitgearbeitet zu haben... Ein Teil, ein bisschen der Historie von Computern zu sein... Ist im Nachhinein was Besonderes! Aber damals war es das nicht, sage ich ganz offen! Also erst heute ist das für mich bewusst geworden."
"Michael","00:47:20:15","00:47:20:30","MhHm."
"Michael","00:47:21:01","00:47:29:48","Nachdem wir jetzt so den Nachbau sehr detailliert schon besprochen haben, würde ich gerne noch ein bisschen was zu der originalen Z1 fragen."
"Michael","00:47:29:48","00:47:30:49","Und zwar..."
"Michael","00:47:30:49","00:47:44:24","Man sieht es in dem Film von Herrn Knauer, zum Teil auch durch Zeitzeugen, die das so ein bisschen zeigen, wie man damals das gemacht hat: Also so richtig mit manuell der Laubsäge und mit einem Bohrer und so weiter."
"Michael","00:47:45:10","00:47:47:38","Und..."
"Michael","00:47:47:38","00:47:51:39","Hat da Konrad Zuse mal was drüber erzählt, wie das damals war?"
"Dietmar","00:47:52:35","00:47:56:35","Persönlich uns gegenüber nicht. Ich weiß auch aus dem Film heraus..."
"Dietmar","00:47:56:35","00:48:03:16","Und ich habe ihn ab und zu was gefragt, wie das denn war an der alten Maschine. Und hat auch kurz geantwortet drauf. Aber von sich aus hat er nicht viel erzählt."
"Dietmar","00:48:03:16","00:48:09:36","Weil ich hatte am Anfang auch immer noch geglaubt, der Nachbau... Diese Z1 Rekonstruktion, sei ein Original Nachbau."
"Dietmar","00:48:09:36","00:48:15:41","Bis er mir den Zahn mal gezogen hat: Nee, nee, Herr Saupe! Das geht nicht um das Aussehen der Maschine original. Es geht um das Prinzip, das Rechnenprinzip."
"Dietmar","00:48:15:41","00:48:16:44","Das. ist das Entscheidende!"
"Dietmar","00:48:17:29","00:48:24:24","Weil er hatte mir zwischendurch konstruktive Freiheiten gelassen. Und ich habe dann gesagt: Das kann ich ja nicht selbst entscheiden! Das muss doch der alten Maschine angepasst sein!"
"Dietmar","00:48:24:24","00:48:35:12","Und dann hat er mir den Zahn gezogen: Das ist nicht das... Ansinnen von dem Z1 Kuratorium. Sondern der Beweis, dass meine theoretischen Überlegungen... geklappt haben, es lag nur an der Genauigkeit der Bleche!"
"Dietmar","00:48:35:12","00:48:40:34","Und das hat er auch gesagt mal in Worten: Dass damals die Genauigkeit, wie man sich vorstellen kann, schlecht war!"
"Dietmar","00:48:40:34","00:48:45:21","Weil erstens hat er mit Weißblech gemacht... Also er hat Konservenbüchsen platt geschlagen..."
"Dietmar","00:48:45:21","00:48:46:14","Unfassbar!"
"Dietmar","00:48:46:14","00:48:56:45","Unterschiedliche Dicken! Du kriegst ja nicht immer das gleiche Blech in der gleichen Stärke. Beim Dengeln hast du dir ein paar Unebenheiten reingehauen. Spannungen bringst du rein in so ein Blech."
"Dietmar","00:48:56:45","00:48:59:18","Und dann natürlich Laubsägearbeiten:"
"Dietmar","00:48:59:18","00:49:02:41","Selbst wenn der mit der Feile rangeht... Da reden wir von mehreren Zehntel Abweichungen!"
"Dietmar","00:49:03:13","00:49:09:33","Also eigentlich unglaublich, dass die überhaupt ansatzweise funktioniert haben kann. Ich weiß es nicht!"
"Dietmar","00:49:09:33","00:49:19:08","Aber er war von seinen theoretischen Überzeu... Überlegungen und theoretischen Ausführungen dermaßen überzeugt, dass er gesagt hat: Den Nachbau, den machen wir und der wird funktionieren!"
"Dietmar","00:49:19:08","00:49:20:08","Das ist so zu sagen..."
"Dietmar","00:49:20:08","00:49:23:29","Aber ansonsten hat er nicht viel von der alten Maschine erzählt..."
"Dietmar","00:49:23:29","00:49:29:29","Dass es im elterlichen Wohnzimmer stattfand, was ich immer noch unglaublich finde. Die Eltern haben das Wohnzimmer für zwei Jahre hergegeben."
"Dietmar","00:49:29:29","00:49:45:24","Er war finanziell... in die Sackgasse geraten, weil er ist ja bei Henschel ausgestiegen. Das heißt er hatte keinen finanziellen Nachschub, um die Maschine bauen zu können. Seine Studenten, Kommilitonen konnte er nicht auszahlen, die haben freiwillig in ihrer Freizeit gearbeitet. Und seine Schwester hat ihn finanziell unterstützt."
"Michael","00:49:45:49","00:49:46:29","Die Lieselotte?"
"Dietmar","00:49:46:29","00:49:47:23","Ja!"
"Michael","00:49:47:23","00:49:48:22","Hast du die getroffen mal?"
"Dietmar","00:49:48:22","00:49:49:19","Nee! Nee? Nee!"
"Dietmar","00:49:49:26","00:49:57:00","Ich habe nur den Horst kennengelernt und die jüngste Tochter. Und Frau Zuse natürlich, die *super* nett war, also muss ich auch nochmal sagen..."
"Dietmar","00:49:57:00","00:50:07:19","Frau Zuse war immer super freundlich zu uns... Hat uns mal ab und zu Kaffee gebracht, Kuchen. Das wollte der Konrad Zuse, glaube ich nicht. Das hat er ein paar Mal so angedeutet, ihr gegenüber. Ich habe mal so ein paar Wortfetzen mitbekommen."
"Michael","00:50:08:02","00:50:08:45","Das wollte er nicht?"
"Dietmar","00:50:08:46","00:50:13:25","Nein, er wollte nicht, dass wir zu sehr von ihr verwöhnt werden. Das ist tatsächlich so!"
"Dietmar","00:50:13:25","00:50:14:23","Und..."
"Dietmar","00:50:14:23","00:50:18:06","Wir hatten uns auch mal erlaubt, zwischendurch, Uschi und ich, unsere Freunde mitzunehmen."
"Dietmar","00:50:18:06","00:50:28:43","Wenn wir Besuch hatten in Hünfeld, haben wir da mal gefragt, ob wir Samstags reinkönnen, um die Maschine zu zeigen. Weil die Leute live sehen wollten, wie die Maschine aussieht. Und es gab eine Phase mal im Sommer, da hatten wir öfter Besuch."
"Dietmar","00:50:28:43","00:50:32:32","Sowohl Uschi, ihren Freund als auch meine Claudia oder auch..."
"Dietmar","00:50:32:32","00:50:34:11","Ihre Eltern waren mal mit."
"Dietmar","00:50:34:11","00:50:36:22","Meine Mutter war mal zu Besuch in Hünfeld."
"Dietmar","00:50:36:22","00:50:43:02","Und da hat der Zuse dann auch mal gesagt: Das würde ihm jetzt zu viel, das wollte er nicht mehr. Und da hat er uns auch klar die Grenzen gezeigt, dass..."
"Dietmar","00:50:43:02","00:50:44:43","Er hat sich ja so wie im Museum gefühlt, wahrscheinlich."
"Dietmar","00:50:44:43","00:50:44:48","MhHm."
"Dietmar","00:50:45:33","00:50:49:22","Ich versteh’s im Nachhinein, er hat auch recht! Also wir haben es dann teilweise vielleicht übertrieben..."
"Michael","00:50:49:22","00:50:51:13","MhHm."
"Dietmar","00:50:51:13","00:50:51:32","Ja."
"Dietmar","00:50:51:32","00:51:00:18","Und den Horst hast du ein paar Mal, den Horst Zuse... Der Professor Dr. Horst Zuse, den hast du ein paar Mal getroffen. Hat er sich auch ein bisschen eingearbeitet in die Maschine, oder?"
"Dietmar","00:51:00:20","00:51:02:32","Nein, den haben wir auch nur in Berlin getroffen..."
"Michael","00:51:02:32","00:51:03:03","In Berlin dann nur."
"Dietmar","00:51:03:04","00:51:03:25","Ja!"
"Dietmar","00:51:03:25","00:51:08:27","Wir wussten ja, wo wir in das Museum kamen, damals, Uschi und ich... Zum Aufbau der Maschine und diese Filmdokumentation..."
"Dietmar","00:51:09:01","00:51:14:10","Wir wussten, dass er dort lebt... Und hatten uns vorher bei seiner Mutter uns die Adresse geben lassen, vom Horst."
"Dietmar","00:51:14:10","00:51:19:43","Und haben ihn dann kontaktiert und haben ihn dann auch mal getroffen. Daher war der Kontakt. Das war auch der einzige Kontakt."
"Dietmar","00:51:19:43","00:51:21:39","Also er war nicht in Hünfeld in der Zeit."
"Dietmar","00:51:21:39","00:51:24:26","Was mich auch wundert, warum eigentlich... Weiß ich nicht!"
"Dietmar","00:51:24:26","00:51:26:42","Vielleicht war er beruflich eingespannt."
"Dietmar","00:51:26:42","00:51:28:29","Vielleicht hatte er auch kein so gutes Verhältnis zu seinem Vater..."
"Dietmar","00:51:28:29","00:51:29:35","Weiß ich absolut nicht!"
"Dietmar","00:51:30:21","00:51:31:31","Aber..."
"Dietmar","00:51:31:31","00:51:36:18","Als wir ihn dann kennengelernt haben, da war mir erst mal klar, dass der auch [mit] Mathematik und Rechnern zu tun hatte."
"Dietmar","00:51:36:18","00:51:48:04","Und mir ist auch aufgefallen: Er sah seinem Vater sehr ähnlich. Und mir ist auch... durch Filmaufnahmen heute merke ich: Der sieht seinem Vater auch heute noch sehr ähnlich. Also ist schon sein erstes Kind gewesen, der älteste Sohn. Und die Ähnlichkeit ist schon frappierend, ja!"
"Dietmar","00:51:48:04","00:51:48:07","MhMh."
"Dietmar","00:51:48:31","00:51:52:14","Aber ansonsten, wir haben ihn nicht oft getroffen, ich glaube nur einmal."
"Dietmar","00:51:52:14","00:52:07:29","Wobei, war er bei der Übergabe auch dabei? Ich muss gestehen, ich war damals sehr nervös bei der offiziellen Übergabe. Ich habe auch nur nach hinten gekuckt, wieviele Leute da saßen. Es waren ein paar Hundert! Und... Lauter Promis da vorn in der ersten Reihe. Ich habe es nicht mehr jeden angeguckt... Dass jetzt der Horst Zuse bei war oder nicht, weiß ich nicht."
"Dietmar","00:52:07:29","00:52:09:11","Die Frau Zuse war auf jeden Fall auch dabei!"
"Michael","00:52:09:11","00:52:11:42","MhMh."
"Michael","00:52:11:42","00:52:12:12","Ja..."
"Michael","00:52:12:39","00:52:14:18","Und nochmal zurück zur Originalen."
"Michael","00:52:14:18","00:52:22:34","Also wie gesagt, waren relativ... einfache Mittel und noch viel schwieriger, als das, was ihr da gemacht habt."
"Michael","00:52:22:34","00:52:24:39","Unfassbar, Unfassbar!"
"Michael","00:52:24:39","00:52:42:19","Und trotzdem hat Konrad Zuse gesagt: Es war der erste Computer, der überhaupt programmgesteuerte Rechnungen durchführen konnte, wenn auch damals noch mit verschiedenen technischen Mängeln. Aber er hat gesagt: Es konnten Rechnungen durchgeführt werden!"
"Dietmar","00:52:42:20","00:52:43:25","Das kann man jetzt nur glauben!"
"Dietmar","00:52:43:25","00:52:46:22","Da gibt es noch weniger Zeitzeugen als bei unsere Nachkonstruktion!"
"Michael","00:52:46:22","00:52:50:32","Das kann man nur glauben und es ist schwer zu glauben, finde ich..."
"Dietmar","00:52:50:36","00:52:58:41","Ja, gebe ich dir recht, aufgrund der Erkenntnisse von der Nachkonstruktion, die ja super genau war im Blech. Und wir hatten ständig Hänger und Schwierigkeiten..."
"Dietmar","00:52:58:41","00:53:02:18","Ich mag es mir gar nicht ausmalen, wie das dann bei ihm gewesen sein muss."
"Dietmar","00:53:02:18","00:53:06:24","Vielleicht hatte er auch dann beim Drehen von Hand nachgeschoben, um zu zeigen, die laufen..."
"Dietmar","00:53:06:24","00:53:10:04","Ich weiß es nicht, es ist reine Unterstellung! Logisch, wir haben ja 1936 nicht gelebt."
"Dietmar","00:53:10:04","00:53:13:02","Und die Zeugen, die es gibt, da ist noch weniger da."
"Dietmar","00:53:13:11","00:53:18:00","Dazu kommt, es waren die Zeiten kurz vor dem Krieg. Ein Jahr später ist der Krieg ausgebrochen."
"Dietmar","00:53:18:00","00:53:20:02","Das ist alles ganz schwer nachvollziehbar!"
"Michael","00:53:20:02","00:53:20:15","Ja."
"Dietmar","00:53:20:38","00:53:26:06","Aber seine Überzeugung, 1987 bis 1989 in der Nachbauzeit.."
"Dietmar","00:53:26:06","00:53:36:08","Die Überzeugung von ihm: Das machen wir! Die Maschine wird auch irgendwann funktionieren! Die hat mir schon gezeigt, dass er sich seiner Sache sicher war. Wie kann er sich sicher sein? Indem Sie vielleicht dann doch 86.."
"Dietmar","00:53:36:08","00:53:39:01","1936,37,38 gelaufen ist!"
"Dietmar","00:53:39:15","00:53:41:08","Das kann man ihm schon glauben!"
"Dietmar","00:53:41:08","00:53:41:26","Weil..."
"Dietmar","00:53:42:09","00:53:48:07","Wenn die Maschine nicht gelaufen wäre, hätte er 50 Jahre später die Kraft gehabt zu sagen: Die baue ich jetzt nochmal nach, das wird funktionieren!"
"Dietmar","00:53:48:07","00:53:48:39","Ich glaube nicht!"
"Michael","00:53:48:39","00:53:49:29","Und den Mut!"
"Dietmar","00:53:49:29","00:53:50:15","Und den Mut."
"Dietmar","00:53:50:15","00:53:57:31","Also er hat ja auch was zu verlieren gehabt. Wenn der Nachbau nicht geklappt hätte, hätten alle gesagt, ach, seht ihr, das Ding war doch nichts!"
"Dietmar","00:53:57:31","00:54:01:18","Deswegen kann man ihm das schon glauben, dass die Maschine gelaufen ist. Vielleicht hat er es wirklich hingebracht..."
"Dietmar","00:54:01:18","00:54:01:29","MhMh."
"Dietmar","00:54:02:21","00:54:05:29","Er hat ja auch ganz anders gearbeitet: Wir haben in der Maschine, du erinnerst dich im Museum..."
"Dietmar","00:54:05:29","00:54:07:25","Auf der Höhe [15 cm] laufen die ganzen Bleche."
"Dietmar","00:54:07:25","00:54:12:49","Seine Maschine auf dem Foto: Ist ja über einen Meter hoch gewesen, diese ganzen Arbeitsabläufe..."
"Dietmar","00:54:12:49","00:54:20:10","Das heißt, er hat auch viel mehr Platz zwischendurch. Vielleicht war das auch cleverer und er kam viel besser an diese Störstellen ran, an die Ebenen. Vielleicht konnte er es schneller reparieren..."
"Dietmar","00:54:20:10","00:54:20:17","MhHm."
"Dietmar","00:54:20:27","00:54:23:29","Das ist eine reine Vermutung von mir, aber..."
"Dietmar","00:54:23:29","00:54:24:40","Das kann man ihm schon glauben."
"Dietmar","00:54:24:40","00:54:27:03","Und er war nicht der Lügner! Also er konnte ja auch Schwächen zugeben."
"Dietmar","00:54:27:03","00:54:33:18","Zuse hat ja auch mal gesagt: Ja, damals mit meiner Firma, da habe ich vieles falsch gemacht. Heute würde ich einiges anders machen."
"Dietmar","00:54:33:18","00:54:36:37","Er war ja auch ein Typ, der konnte schon sagen, wenn was nicht gut lief."
"Dietmar","00:54:36:37","00:54:38:29","Und ich würde nicht sagen, dass er Lügner war."
"Dietmar","00:54:38:29","00:54:41:33","Und wenn er sagt, die Maschine hat damals funktioniert..."
"Dietmar","00:54:41:33","00:54:42:45","Ich wäre geneigt, ihm das zu glauben!"
"Michael","00:54:45:25","00:54:48:18","Ja, das... wäre schön auf jeden Fall..."
"Dietmar","00:54:48:18","00:54:49:20","Ja!"
"Dietmar","00:54:49:20","00:54:50:23","Auch für Deutschland meine ich."
"Dietmar","00:54:50:30","00:54:53:47","Ja, auch für Deutschland! Da gebe ich dir recht, das wäre dann nochmal drei Jahre früher gewesen!"
"Michael","00:54:53:49","00:54:55:19","Also weil das ja..."
"Michael","00:54:55:19","00:54:55:41","Ich meine...."
"Michael","00:54:55:41","00:54:58:02","Wir Deutschen haben immer ein bisschen Probleme mit Nationalstolz..."
"Michael","00:54:58:02","00:54:59:41","Aber das... wäre schon..."
"Michael","00:54:59:41","00:55:00:39","Ja, absolut!"
"Dietmar","00:55:01:07","00:55:08:23","Übrigens, ich bin ganz und gar nicht gegen Stolz. Und ich bin gerade was das Thema Erfindungen angeht, auf uns Deutsche furchtbar stolz!"
"Dietmar","00:55:08:23","00:55:23:44","Als ich bei KHD angefangen habe, im ersten Lehrjahr, sind wir das Original Gebäude gegangen, wo der original erste Motor stand von Nikolaus Otto. Und... Das ist im Prinzip dort die Keimzelle gewesen von Gasmotoren... Sprich das, was später in unseren Autos stattgefunden hat."
"Dietmar","00:55:23:44","00:55:27:21","Dann bin ich zum Daimler gekommen, dem Erfinder des Automobils."
"Dietmar","00:55:27:21","00:55:34:01","Da können wir furchtbar stolz sein! Wir haben wirklich in unserer Gesellschaft, in unserer Wissenschaft gute Köpfe gehabt, die sehr, sehr früh dran waren."
"Dietmar","00:55:34:01","00:55:39:01","Und unser Wohlstand, die wir heute haben, beruht auch zum großen Teil aufgrund dieser Erfindungen!"
"Dietmar","00:55:39:01","00:55:42:00","Wo wir natürlich nicht stolz drauf sind, was in der Nazizeit passiert ist..."
"Dietmar","00:55:42:00","00:55:43:23","Will ich auch gar nicht leugnen..."
"Dietmar","00:55:43:23","00:55:44:05","Furchtbar!"
"Dietmar","00:55:44:05","00:55:48:16","Und ich finde auch gut, dass wir das gerade so alles dokumentieren, dass wir es auch nicht vergessen."
"Dietmar","00:55:48:16","00:55:53:24","Aber wir sollten auch nicht vergessen... Auch ein Felix Wankel... Alles Erfindungen!"
"Dietmar","00:55:53:24","00:55:57:34","Wir Deutsche haben wahnsinnig viel gemacht und da bin ich auch stolz drauf, sage ich ganz..."
"Dietmar","00:55:57:34","00:56:04:36","Man kann auch einen guten Stolz haben, ohne in die rechte Ecke gedrückt zu werden. Sondern ich bin auf diese Köpfe stolz und auf unsere Erfinder!"
"Michael","00:56:05:30","00:56:07:07","Gutes Thema für das Ende..."
"Michael","00:56:07:07","00:56:12:04","Ich weiß nicht, wer es geschrieben hat... Kannst du vielleicht noch was sagen, aber..."
"Michael","00:56:12:04","00:56:12:18","Ja?"
"Dietmar","00:56:13:05","00:56:17:33","Ich muss den Satz selber mal lesen oder lies ihn vor..."
"Michael","00:56:17:33","00:56:18:49","Ja oder du liest es vor?"
"Dietmar","00:56:18:49","00:56:19:04","Ja!"
"Michael","00:56:19:26","00:56:20:43","Also am..."
"Michael","00:56:20:43","00:56:25:26","Am Ende der Diplomarbeit steht was Interessantes, auch bezüglich..."
"Michael","00:56:25:26","00:56:32:20","Ja, philosophische Frage fast..."
"Michael","00:56:32:20","00:56:35:02","Wie Technologie uns beeinflussen kann."
"Dietmar","00:56:35:26","00:56:37:23","Ja."
"Dietmar","00:56:37:23","00:56:39:15","Bis heute, ist auch so!"
"Michael","00:56:39:15","00:56:40:44","Findest du bestimmt noch das Ende!"
"Dietmar","00:56:43:43","00:56:44:04","Give me a second!"
"Michael","00:56:44:23","00:56:45:14","Es fängt mit:"
"Michael","00:56:45:14","00:56:48:23","Die Vergangenheit und Gegenwart zeigen uns..."
"Michael","00:56:48:23","00:56:48:28","(Dietmar blättert)"
"Dietmar","00:56:53:00","00:56:56:48","Ha, ach sind ja die Zeichnungen... Anhang, okay... Ich muss vor den Anhang kommen."
"Michael","00:56:56:48","00:56:58:05","Schon länger nicht mehr gelesen, hmm?"
"Dietmar","00:56:58:13","00:57:03:35","Nee, das ist so, ja, das ist so, nicht ne, sondern ja!"
"Dietmar","00:57:03:35","00:57:04:09","Schlusswort!"
"Michael","00:57:04:20","00:57:05:03","Schlusswort!"
"Dietmar","00:57:05:33","00:57:09:07","Vor 50 Jahren begann Konrad Zuse die Entwicklung und so weiter... Ist es das?"
"Michael","00:57:09:07","00:57:13:01","Nein, die Vergangenheit ist ganz am Ende, glaube ich. Also das ist schon Schlusswort, also da..."
"Michael","00:57:13:01","00:57:14:26","Such mal nach Vergangenheit und Gegenwart!"
"Dietmar","00:57:14:26","00:57:14:47","Ja..."
"Dietmar","00:57:14:47","00:57:24:15","Die Vergangenheit und die Gegenwart zeigen uns, daß technischer Fortschritt leider nicht selten missbraucht wird und dem Menschen Schaden zufügt, anstatt ihm zu nützen."
"Dietmar","00:57:24:15","00:57:25:38","Das ist wohl wahr..."
"Dietmar","00:57:25:38","00:57:36:03","Daher bringt die Entwicklung des Computers eine große Verantwortung mit sich, insbesondere gegenüber zukünftigen Generationen. Es bleibt zu hoffen, daß der Computer so genutzt wird, wie es im Sinne des Erfinders gedacht war."
"Dietmar","00:57:36:36","00:57:43:11","Weil Zuse sein Antrieb war ja... Diese unsäglichen Rechnungen als Ingenieur, die er lästig fand..."
"Dietmar","00:57:43:11","00:57:46:20","Er wollte ja ein Ergebnis präsentieren. Die Rechnung war nur Mittel zum Zweck."
"Dietmar","00:57:46:20","00:57:51:21","Das wollte automatisieren! Das heißt, dieser Computer sollte ihm helfen, den eigentlichen Schritt zu gehen."
"Dietmar","00:57:51:21","00:57:59:05","Er hat ja Dinge, Visionen, wie sich selbst reproduzierende Maschinen... Das, was Kuka heute mit den Robotern macht, ist ja Realität geworden."
"Dietmar","00:57:59:05","00:58:03:22","Wollte er 1936 schon machen! Und das war sein Antreiben."
"Dietmar","00:58:03:22","00:58:07:16","Dass der Computer vielseitig missbraucht wird... Und das erleben wir heute in Zeiten des Internets."
"Dietmar","00:58:07:16","00:58:11:15","Und irgendwelche Bots schreiben, Hacker Programme..."
"Dietmar","00:58:11:24","00:58:15:33","Genau das Gegenteil wird ja gemacht! Es wird ja nur missbraucht, um irgendeinen Blödsinn zu machen."
"Dietmar","00:58:15:33","00:58:22:28","Das war nicht in seinem Sinne! Und das hat er schon früh erkannt, dass das passieren kann: Dass in dieser Riesenchance des Computers auch die Gefahr liegt."
"Dietmar","00:58:22:38","00:58:23:35","Und das hat er sagen wollen."
"Dietmar","00:58:23:35","00:58:33:45","Ich glaub, der war von ihm, der Satz. Ich kann’s nicht mehr sagen, wer von uns diesen Satz formuliert hat... Ob es von ihm ein Schlusswort war, ob das Uschi, war oder ich, ich weiß es nicht mehr! Das wäre jetzt eine Lüge, aber es ist ein schöner Satz."
"Dietmar","00:58:33:45","00:58:36:21","Das habe ich auch schon lang nicht mehr gelesen..."
"Dietmar","00:58:36:21","00:58:37:44","Und zeigt heute eigentlich, wie..."
"Dietmar","00:58:37:44","00:58:40:26","Wie aktuell der ist!"
"Dietmar","00:58:40:26","00:58:41:45","Aktueller denn je!"
"Dietmar","00:58:41:45","00:58:44:11","Der war 1988 nicht so aktuell!"
"Dietmar","00:58:44:11","00:58:45:45","Die eigentlichen Missbräuche kamen erst danach!"
"Michael","00:58:45:45","00:58:46:02","MhHm."
"Dietmar","00:58:46:40","00:58:47:42","Schrecklich, oder?"
"Michael","00:58:47:42","00:58:48:20","Ja..."
"Dietmar","00:58:48:20","00:58:49:43","Da war ich ein Teil davon,"
"Michael","00:58:49:43","00:58:49:48","Ja..."
"Michael","00:58:49:48","00:58:51:04","Ei,ei,ei!"
"Michael","00:58:51:04","00:58:53:44","Ja...."
"Michael","00:58:53:44","00:58:56:27","Ja, dann Dietmar, super cool, dass du dir die Zeit genommen hast!"
"Michael","00:58:56:27","00:58:58:01","Gerne, hat Spass gemacht!"
"Michael","00:58:58:02","00:58:58:08","War echt, war echt toll!"
"Dietmar","00:58:58:08","00:59:05:09","War für mich mal eine Zeitreise zurück in diese Zeit. Merke ich auch emotional selbst, was wir damals gemacht haben und..."
"Dietmar","00:59:05:09","00:59:06:32","War schön mit dir darüber zu reden!"
"Dietmar","00:59:06:33","00:59:10:41","Und einer sich dafür interessiert hat! Weil viele Jahre hat es keinen interessiert: Unsere Diplomarbeit."
"Dietmar","00:59:10:41","00:59:12:36","Insofern bedanke ich mich auch bei dir!"
"Michael","00:59:12:46","00:59:13:28","Ja."
"Michael","00:59:13:28","00:59:32:42","(Applaus)"
